Measued_Environment/Temperature,Measued_Environment/Humidity,Measued_Environment/CO,Measued_Environment/HCHO,Measued_Environment/EtOH,Heater_Settings/UUT1_I_H1,Heater_Settings/UUT1_U_H1,Heater_Settings/UUT1_I_H2,Heater_Settings/UUT1_U_H2,Heater_Settings/UUT2_I_H1,Heater_Settings/UUT2_U_H1,Heater_Settings/UUT2_I_H2,Heater_Settings/UUT2_U_H2,Heater_Settings/UUT3_I_H1,Heater_Settings/UUT3_U_H1,Heater_Settings/UUT3_I_H2,Heater_Settings/UUT3_U_H2,Sensor_Settings/UUT1_U_S1,Sensor_Settings/UUT1_U_S2,Sensor_Settings/UUT1_U_S3,Sensor_Settings/UUT1_U_S4,Sensor_Settings/UUT2_U_S1,Sensor_Settings/UUT2_U_S2,Sensor_Settings/UUT2_U_S3,Sensor_Settings/UUT2_U_S4,Sensor_Settings/UUT3_U_S1,Sensor_Settings/UUT3_U_S2,Sensor_Settings/UUT3_U_S3,Sensor_Settings/UUT3_U_S4,Sensor_Settings/UUT1_I_S1,Sensor_Settings/UUT1_I_S2,Sensor_Settings/UUT1_I_S3,Sensor_Settings/UUT1_I_S4,Sensor_Settings/UUT2_I_S1,Sensor_Settings/UUT2_I_S2,Sensor_Settings/UUT2_I_S3,Sensor_Settings/UUT2_I_S4,Sensor_Settings/UUT3_I_S1,Sensor_Settings/UUT3_I_S2,Sensor_Settings/UUT3_I_S3,Sensor_Settings/UUT3_I_S4,Setpoint_Environment/Temperature,Setpoint_Environment/Humidity,Setpoint_Environment/CO,Setpoint_Environment/Empty_1B,Setpoint_Environment/HCHO,Setpoint_Environment/Empty_2B,Setpoint_Environment/EtOH,Setpoint_Environment/Empty_3B
25.03000000000003,39.996582,0.0,0.0,4.578314860016272,0.00022211029012461815,0.0013190404794019342,-5.060961109361776e-05,0.00041485777525123477,-0.001383909591243721,-9.856785854237557e-05,-4.7816154930709806e-05,0.00023743598726476477,-0.0006408167023938711,-0.00024854716991670137,-0.0002641349919464724,-0.0007014687148345466,-0.00027375,-0.00035375,6.6875e-05,-0.00020187499999999996,0.000211875,4.9999999999999996e-06,-6.25e-05,0.00024125000000000004,0.000134375,0.000165625,-9.999999999999999e-06,8.125000000000001e-05,2.528645833333333e-10,9.453125e-11,6.848958333333334e-11,-2.252604166666667e-10,-5.169270833333334e-10,-4.229166666666667e-10,7.424479166666667e-10,2.2656250000000003e-11,-2.1250000000000004e-10,-4.0937500000000005e-10,-3.8880208333333335e-10,-4.0156250000000003e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,39.996582,0.0,0.0,4.578314860016272,0.000226995406766815,0.0012471344060511506,-5.2252508935884654e-05,0.00038815297201787906,-0.001423391575891601,-8.007609000557276e-05,-4.320580948654341e-05,0.00023948992478515108,-0.0006911368562525933,-0.00025676461385233836,-0.00025434870666174464,-0.0007466466428833089,-0.000235,-0.00034375,7.375e-05,-0.00029625,0.00024687499999999997,-2.9375e-05,-3.9375e-05,0.00024874999999999995,8.874999999999999e-05,0.000255625,5.4999999999999995e-05,-0.00013000000000000002,2.432291666666667e-10,8.098958333333335e-11,7.96875e-11,-2.1510416666666668e-10,-5.192708333333333e-10,-4.145833333333333e-10,7.354166666666667e-10,-2.4479166666666666e-11,-1.979166666666667e-10,-4.197916666666667e-10,-3.6875e-10,-4.052083333333334e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,39.996582,0.0,0.0,4.578314860016272,0.0002158556470038856,0.0013026048054931836,-4.923672692486415e-05,0.0004086951283512296,-0.0014293736947776437,-0.00015198852320425014,-4.3074099601980283e-05,0.0001860875492551014,-0.0006240433177742972,-0.00026909077975579383,-0.00025495979575109725,-0.0007897710287480366,-0.00022937500000000003,-0.000415625,0.00014625,-0.00029625,0.000165625,-5.8125e-05,-2.6875000000000003e-05,0.0002475,0.000134375,0.00033437500000000004,1.0625e-05,-1.8125e-05,2.5677083333333336e-10,8.854166666666667e-11,7.526041666666668e-11,-2.1953125000000003e-10,-5.229166666666667e-10,-4.2109375000000005e-10,7.388020833333334e-10,-1.0963541666666668e-10,-1.791666666666667e-10,-4.1041666666666667e-10,-3.8333333333333335e-10,-3.989583333333334e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,39.996582,0.0,0.0,4.578314860016272,0.00022521666037201635,0.001243025487573963,-5.163260262888388e-05,0.00047443002861795135,-0.0014449272038813538,-0.0001314421137189137,-3.49971107191191e-05,0.0002559214249482436,-0.0006408167023938711,-0.00024854716991670137,-0.00027226934413855923,-0.0007117364257547199,-0.00019124999999999996,-0.00034375,0.000105,-0.00026625,0.00016375,-2.125e-05,-3.6875e-05,0.00026125000000000003,0.000111875,0.000284375,2.5625e-05,-2.4999999999999998e-06,2.3697916666666667e-10,7.578125000000001e-11,6.71875e-11,-2.1276041666666666e-10,-5.234375e-10,-4.0416666666666667e-10,7.257812500000001e-10,1.3541666666666667e-11,-2.1484375000000004e-10,-4.1770833333333335e-10,-3.713541666666667e-10,-3.9453125e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,39.996582,0.0,0.0,4.578314860016272,0.000214865369822154,0.0012615156207213074,-5.8940050845702e-05,0.00042102042215123994,-0.0014413379325497284,-8.624001285117392e-05,-4.636629946587976e-05,0.0002518135499074705,-0.0006228452188728989,-0.0002444384479488829,-0.000256052762352973,-0.0007178970523068239,-0.000228125,-0.00036874999999999994,2.0625e-05,-0.000273125,0.000219375,-2.6875000000000003e-05,2.7499999999999998e-05,0.000191875,0.000135625,0.00030125000000000003,-5.0625e-05,-1.8125e-05,2.549479166666667e-10,9.296875e-11,8.125e-11,-2.190104166666667e-10,-5.263020833333333e-10,-4.135416666666667e-10,7.283854166666667e-10,1.4322916666666667e-11,-2.0781250000000003e-10,-4.229166666666667e-10,-3.8437500000000003e-10,-4.059895833333334e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,39.996582,0.0,0.0,4.578314860016272,0.00021717974548738964,0.001232753191380994,-5.3064687074755494e-05,0.00043745414721792035,-0.001425784423446018,-0.0001314421137189137,-4.557335789569089e-05,0.0002990541128763608,-0.0006276376144784919,-0.00019924250630287818,-0.00025050737231680685,-0.0006788797508101655,-0.00023062499999999998,-0.00026437499999999996,0.0001325,-0.000331875,0.000165,-0.000103125,-1.2499999999999999e-06,0.000274375,3.0625e-05,0.00028875,-1.9375e-05,-4.5e-05,2.5963541666666667e-10,8.776041666666666e-11,7.369791666666668e-11,-2.1536458333333335e-10,-5.322916666666667e-10,-4.221354166666667e-10,7.226562500000001e-10,-1.0651041666666668e-10,-2.1458333333333334e-10,-4.236979166666667e-10,-3.6067708333333336e-10,-4.1171875000000007e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,39.996582,-0.005555086459365654,0.0,4.576835733871362,0.0002124491799785049,0.001253297783766932,-5.4887802758642666e-05,0.0004456710097512606,-0.0013767310485804703,-6.77482443143711e-05,-5.170385974974445e-05,0.0002456517373463109,-0.0006168547243659084,-0.00022389483810978956,-0.0002408537521841059,-0.0006788797508101655,-0.000219375,-0.000254375,8.687499999999998e-05,-0.000283125,0.000193125,-6.749999999999999e-05,6.937499999999999e-05,0.00028687499999999997,0.0001,0.00033,7.999999999999999e-05,-1.6874999999999997e-05,2.666666666666667e-10,1.0026041666666667e-10,6.510416666666667e-11,-2.1822916666666668e-10,-5.236979166666668e-10,-4.307291666666667e-10,7.390625e-10,-3.072916666666667e-11,-2.1822916666666668e-10,-4.242187500000001e-10,-3.682291666666667e-10,-4.044270833333334e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,40.000755,-0.005555086459365654,0.0,4.576835733871362,0.0002153168079026406,0.0012039907620406806,-5.6007380544923285e-05,0.00042512885341791006,-0.0014413379325497284,-0.00010267714043944286,-4.4410970816930545e-05,0.0002867304877540416,-0.0006132604276617138,-0.0002547102528684293,-0.00024836762538022475,-0.0007302183054110317,-0.00028812499999999997,-0.000333125,3.6875e-05,-0.00018375,0.000221875,1.5000000000000002e-05,3.1875e-05,0.000263125,0.00010875,0.00028875,2.125e-05,-7.1875e-05,2.6510416666666666e-10,8.151041666666667e-11,6.640625000000001e-11,-2.3020833333333338e-10,-5.184895833333334e-10,-4.2343750000000007e-10,7.302083333333334e-10,3.072916666666667e-11,-2.0989583333333335e-10,-4.2083333333333333e-10,-3.638020833333334e-10,-4.1588541666666667e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,40.000755,-0.005555086459365654,0.0,4.576835733871362,0.00020394955623348864,0.0012738423761528704,-5.362416301693446e-05,0.00043334571595125024,-0.001425784423446018,-5.542039862316923e-05,-5.1089759631122604e-05,0.0002682450500705628,-0.0006012794386477324,-0.00020951431122242462,-0.0002541528867568668,-0.0007014687148345466,-0.000215625,-0.000323125,8.9375e-05,-0.00025624999999999997,0.00024937500000000003,-0.00015875,3.0625e-05,0.0002725,7.624999999999998e-05,0.0002875,3.125e-06,-0.00012937500000000001,2.4765625000000005e-10,1.0572916666666667e-10,6.666666666666667e-11,-2.2890625e-10,-5.338541666666667e-10,-4.268229166666667e-10,7.3515625e-10,-3.854166666666667e-11,-2.1666666666666667e-10,-4.2265625000000006e-10,-3.684895833333334e-10,-4.197916666666667e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,40.000755,-0.005555086459365654,0.0,4.576835733871362,0.00022356321203383857,0.001243025487573963,-5.454094827912053e-05,0.00046415895045127606,-0.0014162130332283501,-0.00016020708699838473,-4.817725385174497e-05,0.00019430329933664754,-0.000621647119971501,-0.0002711451407397033,-0.00024837067349738507,-0.0006768262086261309,-0.00026375,-0.00024625,6.937499999999999e-05,-0.00025624999999999997,0.000189375,-1.3125e-05,-1.8125e-05,0.00023562500000000002,0.00012937500000000001,0.00020124999999999999,-3.625e-05,-7.000000000000001e-05,2.682291666666667e-10,7.682291666666667e-11,6.484375000000001e-11,-1.986979166666667e-10,-5.356770833333333e-10,-4.2968750000000007e-10,7.447916666666667e-10,-5.3645833333333335e-11,-2.1770833333333334e-10,-4.244791666666667e-10,-3.7786458333333336e-10,-4.072916666666667e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,40.000755,-0.005555086459365654,0.0,4.576835733871362,0.00021414473591654267,0.0012512433245283382,-5.813864053332714e-05,0.00037171924695119865,-0.001391088133906972,-0.00012527819087331297,-3.6558255499459566e-05,0.0002559214249482436,-0.00064800529580226,-0.0003101779994339796,-0.0002479625792237632,-0.0007836104021959325,-0.00027375,-0.00032062500000000005,0.0001025,-0.00029187500000000003,0.00016312499999999997,-2.4374999999999996e-05,1.8750000000000002e-05,0.00028125000000000003,0.00015375,0.00034749999999999994,-4.375e-05,-6.875e-05,2.5937500000000005e-10,1.0390625000000001e-10,6.015625000000001e-11,-2.1406250000000003e-10,-5.216145833333333e-10,-4.0703125e-10,7.3671875e-10,1.7708333333333337e-11,-2.0833333333333334e-10,-4.1614583333333334e-10,-3.78125e-10,-4.1145833333333335e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,40.000755,-0.005555086459365654,0.0,4.576835733871362,0.00021656956481540477,0.0013149315609247468,-4.705357409037878e-05,0.00043745414721792035,-0.0013779274723576787,-4.720183482903465e-05,-4.568589617312704e-05,0.00028467655023365506,-0.0006348262078868802,-0.00020335122827069667,-0.0002757918076550954,-0.0006932545460984081,-0.00024625,-0.000139375,5.0625e-05,-0.00024249999999999999,0.00017250000000000002,-8.4375e-05,-5.5625e-05,0.0002575,8.3125e-05,0.000274375,2.5e-05,-1.4375e-05,2.7109375e-10,9.296875e-11,6.796875e-11,-2.1744791666666668e-10,-5.296875000000001e-10,-4.127604166666667e-10,7.257812500000001e-10,1.979166666666667e-11,-1.90625e-10,-4.354166666666667e-10,-3.890625e-10,-4.059895833333334e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,40.000755,-0.005555086459365654,0.0,4.576835733871362,0.00022936788705900122,0.0012348076506195878,-5.497859802613591e-05,0.0004662131660846111,-0.0014365522374408946,-8.213073095410641e-05,-5.144733284959627e-05,0.00023743598726476477,-0.0006360243067882786,-0.0002937431115627052,-0.00025010607522772275,-0.0007487001850673435,-0.00021375,-0.000315,0.00014187499999999997,-0.00021999999999999998,0.00025624999999999997,-4.1875e-05,1.0625e-05,0.00026437499999999996,9.1875e-05,0.0002675,-2.6875000000000003e-05,2.4374999999999996e-05,2.6041666666666667e-10,8.072916666666668e-11,6.875e-11,-2.276041666666667e-10,-5.234375e-10,-4.252604166666667e-10,7.299479166666667e-10,-1.0078125000000001e-10,-2.0442708333333335e-10,-4.242187500000001e-10,-3.721354166666667e-10,-4.1953125000000003e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,40.000755,-0.005555086459365654,0.0,4.576835733871362,0.00021466017368006768,0.0012450799468125568,-5.80854239500055e-05,0.0003265265030178275,-0.0013922845576841807,-0.00011089570423357745,-4.3672224602033435e-05,0.0002744068626317224,-0.0006288357133798898,-0.00016020964760860186,-0.00025799987496615673,-0.0007774497756438286,-0.000290625,-0.00045062499999999996,9.8125e-05,-0.00023062499999999998,0.00023937500000000003,6.249999999999999e-07,-3.6875e-05,0.00020375,9.687500000000001e-05,0.00026999999999999995,1.25e-05,3.125e-05,2.4895833333333334e-10,9.088541666666667e-11,5.911458333333333e-11,-2.2447916666666669e-10,-5.231770833333333e-10,-4.200520833333333e-10,7.375e-10,-1.3802083333333336e-11,-2.0885416666666668e-10,-4.330729166666667e-10,-3.755208333333334e-10,-4.1145833333333335e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
25.03000000000003,40.000755,-0.005555086459365654,0.0,4.576835733871362,0.0002146795933299406,0.0012758968353914642,-4.1715063915683086e-05,0.00044361679411792553,-0.0013934809814613893,-0.00010678642233651016,-4.83976211524664e-05,0.0002641371750297897,-0.0006575900870134451,-0.00014377475973732768,-0.0002698067947298616,-0.0007528072694354129,-0.000296875,-0.000410625,6.0624999999999996e-05,-0.000273125,0.00012000000000000002,-6.125e-05,4.375e-05,0.00028687499999999997,0.00011687499999999998,0.00028125000000000003,3.1875e-05,-6.500000000000001e-05,2.5755208333333336e-10,7.96875e-11,5.859375000000001e-11,-2.3046875e-10,-5.346354166666667e-10,-4.0546875000000006e-10,7.328125e-10,1.3281250000000003e-11,-2.0963541666666666e-10,-4.315104166666667e-10,-3.7942708333333337e-10,-3.9244791666666667e-10,25.0,40.0,0.0,0.0,0.0,0.0,4.577,0.0
